"LemmatizedTweets","StemmedTweets","AutoImmuneDisorder"
"colorado natural med drgravesco · dec naturopathic treatment option for unknownunknowns in addition to medication that balance thyroid hormone there be specific natural option that treat both the underlie root cause and symptom of the disease healhtydenver","colorado natural med
drgravesco
·
dec 
naturopathic treatment options for unknownunknowns
in addition to medication that balances thyroid hormones there are specific natural options that treat both the underlying root causes and symptoms of the disease healhtydenver","Hashimoto_Disease"
"colorado natural med drgravesco · dec naturopathic treatment option for unknownunknowns in addition to medication that balance thyroid hormone there be specific natural option that treat both the underlie root cause and symptom of the disease healhtydenver image thyrage study thyragestudy · dec woman with thyroid autoimmunity have a low chance of have a live bear child treatment with levothyroxine improve chance in woman with recurrent pregnancy loss amthyroidassn httpsbufflydimfgt thyroid pregnancy hypothyroidism unknown autoimmune","colorado natural med
drgravesco
·
dec 
naturopathic treatment options for unknownunknowns
in addition to medication that balances thyroid hormones there are specific natural options that treat both the underlying root causes and symptoms of the disease healhtydenver
image
thyrage study
thyragestudy
·
dec 
women with thyroid autoimmunity have a lower chance of having a live born child treatment with levothyroxine improves chances in women with recurrent pregnancy loss amthyroidassn
 
 httpsbufflydimfgt thyroid pregnancy hypothyroidism unknown autoimmune","Hashimoto_Disease"
"lisa k penalize for be a sahm armyvettmom lisaklein · nov dupuytrens unknownunknowns and complex regional pain unknowne detreiation in back and bursitis be difficult to deal with they be costly to pay for treatment i have insurance but it only pay for a portion and i cannot afford to pay on go treatment","lisa k penalized for being a sahm

armyvettmom
lisaklein
·
nov 
dupuytrens unknownunknowns and complex regional pain unknowne detreiation in back and bursitis are difficult to deal with  they are costly to pay for treatment i have insurance but it only pays for a portion and i cannot afford to pay on going treatment  ","Hashimoto_Disease"
"flame institute flameinstitute · nov what cause unknownunknown ’ s thyroiditis and what be the good method of treatment can iodine help this condition what cause unknownunknown ’ s thyroiditis and what be the good method of treatment can iodine help this unknownunknown ’ s thyroiditis be a type of autoimmune thyroid disease in which the immune system attack and change the texture of the thyroid gland unknownunknown ’ s thyroiditis stop the gland … doctorflamecom","flame institute
flameinstitute
·
nov 
what causes unknownunknown’s thyroiditis and what is the best method of treatment can iodine help this condition
what causes unknownunknown’s thyroiditis and what is the best method of treatment can iodine help this
unknownunknown’s thyroiditis is a type of autoimmune thyroid disease in which the immune system attacks and changes the texture of the thyroid gland unknownunknown’s thyroiditis stops the gland …
doctorflamecom","Hashimoto_Disease"
"pharmafactz pharmafactz · oct which of this drug be effective in the treatment of unknownunknowns disease levothyroxine fludrocortisone ethinylestradiol glucagon","pharmafactz
pharmafactz
·
oct 
which of these drugs is effective in the treatment of unknownunknowns disease
levothyroxine
 
fludrocortisone
 
ethinylestradiol
 
glucagon
 ","Hashimoto_Disease"
"invitae hold my tissue result have count isaritav · sep i live with heds turner ’ s hypokalemic periodic paralysis unknown ’ s and lyme disease without treatment for close to year because of this quote tweet bronwyn berg bergbronwyn · sep diagnose patient with psychogenic disorder before rule out all physical cause in not only unethical and medically negligent it ’ s dangerous","invitae held my tissue results  d  counting
isaritav
·
sep 
i lived with heds turner’s hypokalemic periodic paralysis unknown’s and lyme disease without treatment for close to  years because of this 



quote tweet
bronwyn berg
bergbronwyn
 · sep 
diagnosing patients with psychogenic disorders before ruling out all physical causes in not only unethical and medically negligent it’s dangerous","Hashimoto_Disease"
"witchproject · oct get out of unknown treatment decide to treat myself to a calpico before go home i be in the store for all of minute come back out and my car wont start now im get tow and im go to spend my day off get it fix so much for sleep","
witchproject
·
oct  
got out of unknowns treatment decided to treat myself to a calpico before going home i was in the store for all of  minutes come back out and my car wont start now im getting towed and im going to spend my day off getting it fixed  so much for sleep","Chron_Disease"
"thomas and ethel bakery thomasandethel · nov reply to nhsmillion follow rt bear week i owe my life mum to the nhs i find i pregnant week late find abnormal cell monitor baby arrive st july week late laser treatment to remove cell now my daughter week pregnant diagnose unknown her team in place nhs x","thomas and ethel bakery




thomasandethel
·
nov 
replying to 
nhsmillion
followed  rt born  weeks i owe my life  mums to the nhs  i found i pregnant  week later found abnormal cells monitored baby arrived st july  weeks later laser treatment to remove cells now my daughter  weeks pregnant diagnosed unknowns her team in place nhs



x","Chron_Disease"
"keith kratom legal kpascuch · jul kratom also assist with treatment of chrons disease to the point where it be tolerable another ailment kratom can make much bearable why be this kratom goose chase still a issue if it help one person live a good life it should remain legal regulate available quote tweet phila phila · jul reply to kpascuch and thekratomassn the bind property of it have resolve the problem i have with crohns disease so i live a normal life not to mention how it ease the depression associate with the disease and ibd as good","keith kratom legal
kpascuch
·
jul  
kratom also assists with treatment of chrons disease to the point where it is tolerable another ailment kratom can make more bearable why is this kratom goose chase still an issue if it helps one person live a better life it should remain legal regulated  available
quote tweet
phila
phila
 · jul  
replying to kpascuch and thekratomassn
the binding properties of it has resolved the problem i have with crohns disease so i live a normal life not to mention how it eases the depression associated with the disease and ibd as well","Chron_Disease"
"matthew johnson maerial · feb submission for dronescrohns be start to come in if you love photography and you ’ re talented with a drone please consider enter the photocontest","matthew johnson
maerial
·
feb  
submissions for dronescrohns are starting to come in if you love photography and you’re talented with a drone please consider entering the photocontest","Chron_Disease"
